data,Horário Sucesso,Horário Falha,Resultado,Resultado B,Previsao,Taxa Acumulada,Taxa Móvel,hora_previsao,hora_prev,minuto_prev,previsao_ml,confianca_ml,previsao_estatistica,data_execucao,acerto_prev,resultado_real
03/09/2025,12:55:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,13:00:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,13:05:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,,13:10:00,Erro,0,,,,,,,,,,,,
03/09/2025,,13:15:00,Erro,0,,,,,,,,,,,,
03/09/2025,,13:20:00,Erro,0,,,,,,,,,,,,
03/09/2025,13:25:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,13:30:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,,13:35:00,Erro,0,,,,,,,,,,,,
03/09/2025,,13:45:00,Erro,0,,,,,,,,,,,,
03/09/2025,,13:50:00,Erro,0,,,,,,,,,,,,
03/09/2025,,13:55:00,Erro,0,,,,,,,,,,,,
03/09/2025,14:00:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,14:05:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,,14:10:00,Erro,0,,,,,,,,,,,,
03/09/2025,14:15:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,14:20:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,14:25:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,14:30:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,14:35:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,,14:40:00,Erro,0,,,,,,,,,,,,
03/09/2025,,14:45:00,Erro,0,,,,,,,,,,,,
03/09/2025,,14:50:00,Erro,0,,,,,,,,,,,,
03/09/2025,14:55:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,15:00:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,15:05:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,15:10:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,15:15:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,15:20:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,15:25:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,,15:30:00,Erro,0,,,,,,,,,,,,
03/09/2025,15:35:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,15:40:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,15:45:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,15:50:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,15:55:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,16:00:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,,16:10:00,Erro,0,,,,,,,,,,,,
03/09/2025,16:20:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,16:25:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,,16:30:00,Erro,0,,,,,,,,,,,,
03/09/2025,,16:35:00,Erro,0,,,,,,,,,,,,
03/09/2025,16:40:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,16:45:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,,16:50:00,Erro,0,,,,,,,,,,,,
03/09/2025,16:55:00,,Acerto,1,,,,,,,,,,,,
03/09/2025,17:00:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,08:20:00,Erro,0,,,,,,,,,,,,
04/09/2025,,08:25:00,Erro,0,,,,,,,,,,,,
04/09/2025,08:30:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,08:35:00,Erro,0,,,,,,,,,,,,
04/09/2025,,08:40:00,Erro,0,,,,,,,,,,,,
04/09/2025,08:45:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,08:50:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,08:55:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,09:00:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,09:05:00,Erro,0,,,,,,,,,,,,
04/09/2025,09:10:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,09:15:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,09:20:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,09:25:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,09:30:00,Erro,0,,,,,,,,,,,,
04/09/2025,,09:35:00,Erro,0,,,,,,,,,,,,
04/09/2025,,09:40:00,Erro,0,,,,,,,,,,,,
04/09/2025,09:45:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,09:50:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,09:55:00,Erro,0,,,,,,,,,,,,
04/09/2025,,10:00:00,Erro,0,,,,,,,,,,,,
04/09/2025,10:05:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,10:10:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,10:15:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,10:20:00,Erro,0,,,,,,,,,,,,
04/09/2025,10:25:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,10:30:00,Erro,0,,,,,,,,,,,,
04/09/2025,10:35:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,10:40:00,Erro,0,,,,,,,,,,,,
04/09/2025,,10:45:00,Erro,0,,,,,,,,,,,,
04/09/2025,,10:50:00,Erro,0,,,,,,,,,,,,
04/09/2025,,10:55:00,Erro,0,,,,,,,,,,,,
04/09/2025,11:00:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,11:05:00,Erro,0,,,,,,,,,,,,
04/09/2025,11:10:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,11:15:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,11:20:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,11:25:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,11:30:00,Erro,0,,,,,,,,,,,,
04/09/2025,11:35:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,11:40:00,Erro,0,,,,,,,,,,,,
04/09/2025,,11:45:00,Erro,0,,,,,,,,,,,,
04/09/2025,11:50:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,11:55:00,Erro,0,,,,,,,,,,,,
04/09/2025,12:00:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,12:05:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,12:10:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,12:15:00,Erro,0,,,,,,,,,,,,
04/09/2025,12:20:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,12:25:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,12:30:00,Erro,0,,,,,,,,,,,,
04/09/2025,,12:35:00,Erro,0,,,,,,,,,,,,
04/09/2025,12:40:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,12:45:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,12:50:00,Erro,0,,,,,,,,,,,,
04/09/2025,12:55:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,13:00:00,Erro,0,,,,,,,,,,,,
04/09/2025,,13:05:00,Erro,0,,,,,,,,,,,,
04/09/2025,13:10:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,13:15:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,13:20:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,13:25:00,Erro,0,,,,,,,,,,,,
04/09/2025,13:30:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,13:35:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,13:40:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,13:45:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,13:50:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,13:55:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,14:00:00,Erro,0,,,,,,,,,,,,
04/09/2025,14:05:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,14:10:00,Erro,0,,,,,,,,,,,,
04/09/2025,,14:15:00,Erro,0,,,,,,,,,,,,
04/09/2025,14:20:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,14:25:00,Erro,0,,,,,,,,,,,,
04/09/2025,14:30:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,14:35:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,14:40:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,14:45:00,Erro,0,,,,,,,,,,,,
04/09/2025,14:50:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,14:55:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,15:00:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,15:05:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,15:10:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,15:15:00,Erro,0,,,,,,,,,,,,
04/09/2025,,15:20:00,Erro,0,,,,,,,,,,,,
04/09/2025,,15:25:00,Erro,0,,,,,,,,,,,,
04/09/2025,15:30:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,15:35:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,15:40:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,15:45:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,15:50:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,15:55:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,16:00:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,16:05:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,16:10:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,16:15:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,16:20:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,16:25:00,Erro,0,,,,,,,,,,,,
04/09/2025,,16:30:00,Erro,0,,,,,,,,,,,,
04/09/2025,16:35:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,16:40:00,Erro,0,,,,,,,,,,,,
04/09/2025,16:45:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,16:50:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,16:55:00,,Acerto,1,,,,,,,,,,,,
04/09/2025,,17:00:00,Erro,0,,,,,,,,,,,,
05/09/2025,,08:20:00,Erro,0,,,,,,,,,,,,
05/09/2025,,08:25:00,Erro,0,,,,,,,,,,,,
05/09/2025,,08:30:00,Erro,0,,,,,,,,,,,,
05/09/2025,,08:35:00,Erro,0,,,,,,,,,,,,
05/09/2025,,08:40:00,Erro,0,,,,,,,,,,,,
05/09/2025,08:45:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,08:50:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,,08:55:00,Erro,0,,,,,,,,,,,,
05/09/2025,,09:00:00,Erro,0,,,,,,,,,,,,
05/09/2025,09:05:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,09:10:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,,09:15:00,Erro,0,,,,,,,,,,,,
05/09/2025,,09:20:00,Erro,0,,,,,,,,,,,,
05/09/2025,09:25:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,09:30:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,,09:35:00,Erro,0,,,,,,,,,,,,
05/09/2025,,09:40:00,Erro,0,,,,,,,,,,,,
05/09/2025,09:45:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,09:50:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,09:55:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,10:00:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,10:05:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,,10:10:00,Erro,0,,,,,,,,,,,,
05/09/2025,10:15:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,10:20:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,10:25:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,,10:30:00,Erro,0,,,,,,,,,,,,
05/09/2025,10:35:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,10:40:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,10:45:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,10:50:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,10:55:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,,11:00:00,Erro,0,,,,,,,,,,,,
05/09/2025,,11:05:00,Erro,0,,,,,,,,,,,,
05/09/2025,,11:10:00,Erro,0,,,,,,,,,,,,
05/09/2025,11:15:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,11:20:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,11:25:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,,11:30:00,Erro,0,,,,,,,,,,,,
05/09/2025,,11:35:00,Erro,0,,,,,,,,,,,,
05/09/2025,11:40:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,11:45:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,,11:50:00,Erro,0,,,,,,,,,,,,
05/09/2025,,11:55:00,Erro,0,,,,,,,,,,,,
05/09/2025,,12:00:00,Erro,0,,,,,,,,,,,,
05/09/2025,,12:05:00,Erro,0,,,,,,,,,,,,
05/09/2025,,12:10:00,Erro,0,,,,,,,,,,,,
05/09/2025,12:15:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,12:20:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,,12:25:00,Erro,0,,,,,,,,,,,,
05/09/2025,12:30:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,12:35:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,12:40:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,,12:45:00,Erro,0,,,,,,,,,,,,
05/09/2025,,12:50:00,Erro,0,,,,,,,,,,,,
05/09/2025,12:55:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,13:00:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,13:05:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,,13:10:00,Erro,0,,,,,,,,,,,,
05/09/2025,,13:15:00,Erro,0,,,,,,,,,,,,
05/09/2025,,13:20:00,Erro,0,,,,,,,,,,,,
05/09/2025,,13:25:00,Erro,0,,,,,,,,,,,,
05/09/2025,,13:30:00,Erro,0,,,,,,,,,,,,
05/09/2025,13:35:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,,13:40:00,Erro,0,,,,,,,,,,,,
05/09/2025,13:45:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,,13:50:00,Erro,0,,,,,,,,,,,,
05/09/2025,,13:55:00,Erro,0,,,,,,,,,,,,
05/09/2025,,14:00:00,Erro,0,,,,,,,,,,,,
05/09/2025,,14:05:00,Erro,0,,,,,,,,,,,,
05/09/2025,14:10:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,,14:15:00,Erro,0,,,,,,,,,,,,
05/09/2025,,14:20:00,Erro,0,,,,,,,,,,,0,
05/09/2025,,14:30:00,Erro,0,,,,,,,,,,,,
05/09/2025,14:35:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,14:40:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,14:45:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,14:50:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,,14:55:00,Erro,0,,,,,,,,,,,,
05/09/2025,,15:00:00,Erro,0,,,,,,,,,,,,
05/09/2025,,15:05:00,Erro,0,,,,,,,,,,,,
05/09/2025,15:10:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,15:15:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,,15:20:00,Erro,0,,,,,,,,,,,,
05/09/2025,15:25:00,,Acerto,1,,,,,,,,,,,,
05/09/2025,15:30:00,,Acerto,1,,,,,,,,,,,,
08/09/2025,08:20:00,,Acerto,1,,,,,,,,,,,,
08/09/2025,08:25:00,,Acerto,1,,,,,,,,,,,,
08/09/2025,08:30:00,,Acerto,1,,,,,,,,,,,,
08/09/2025,,08:35:00,Erro,0,,,,,,,,,,,,
08/09/2025,08:40:00,,Acerto,1,,,,,,,,,,,,
08/09/2025,08:45:00,,Acerto,1,,,,,,,,,,,,
08/09/2025,08:50:00,,Acerto,1,,,,,,,,,,,,
08/09/2025,,08:55:00,Erro,0,,,,,,,,,,,,
08/09/2025,,09:00:00,Erro,0,,,,,,,,,,,,
08/09/2025,09:05:00,,Acerto,1,,,,,,,,,,,,
08/09/2025,09:10:00,,Acerto,1,,,,,,,,,,,,
08/09/2025,09:15:00,,Acerto,1,,,,,,,,,,,,
08/09/2025,09:20:00,,Acerto,1,,,,,,,,,,,,
08/09/2025,,09:25:00,Erro,0,,,,,,,,,,,,
08/09/2025,09:30:00,,Acerto,1,,,,,,,,,,,,
08/09/2025,,09:35:00,Erro,0,,,,,,,,,,,,
08/09/2025,,09:40:00,Erro,0,,,,,,,,,,,,
08/09/2025,,09:45:00,Erro,0,,,,,,,,,,,,
08/09/2025,,09:50:00,Erro,0,,,,,,,,,,,,
08/09/2025,,09:55:00,Erro,0,,,,,,,,,,,,
08/09/2025,,10:00:00,Erro,0,,,,,,,,,,,,
2025-09-08,10:05,,Acerto,1,,,,,,,,,,,,
2025-09-08,,10:10,Erro,0,,,,,,,,,,,,
2025-09-08,10:15,,Acerto,1,,,,,,,,,,,,
2025-09-08,10:20,,Acerto,1,,,,,,,,,,,,
2025-09-08,,10:25,Erro,0,,,,,,,,,,,,
2025-09-08,10:30,,Acerto,1,,,,,,,,,,,,
2025-09-08,,10:35,Erro,0,,,,,,,,,,,,
2025-09-08,,10:40,Erro,0,,,,,,,,,,,,
2025-09-08,10:45,,Acerto,1,,,,,,,,,,,,
2025-09-08,,10:50,Erro,0,,,,,,,,,,,,
2025-09-08,,10:55,Erro,0,,,,,,,,,,,,
2025-09-08,11:00,,Acerto,1,,,,,,,,,,,,
2025-09-08,,11:05,Erro,0,,,,,,,,,,,,
2025-09-08,,11:10,Erro,0,,,,,,,,,,,,
2025-09-08,11:15,,Acerto,1,,,,,,,,,,,,
2025-09-08,11:20,,Acerto,1,,,,,,,,,,,,
2025-09-08,11:25,,Acerto,1,,,,,,,,,,,,
2025-09-08,11:30,,Acerto,1,,,,,,,,,,,,
2025-09-08,,11:35,Erro,0,,,,,,,,,,,,
2025-09-08,,11:40,Erro,0,,,,,,,,,,,,
2025-09-08,11:45,,Acerto,1,,,,,,,,,,,,
2025-09-08,11:50,,Acerto,1,,,,,,,,,,,,
2025-09-08,11:55,,Acerto,1,,,,,,,,,,,,
2025-09-08,12:00,,Acerto,1,,,,,,,,,,,,
2025-09-08,,12:05,Erro,0,,,,,,,,,,,,
2025-09-08,,12:15,Erro,0,,,,,,,,,,,,
2025-09-08,,12:20,Erro,0,,,,,,,,,,,,
2025-09-08,,12:25,Erro,0,,,,,,,,,,,,
2025-09-08,12:30,,Acerto,1,,,,,,,,,,,,
2025-09-08,12:35,,Acerto,1,,,,,,,,,,,,
2025-09-08,12:40,,Acerto,1,,,,,,,,,,,,
2025-09-08,,12:45,Erro,0,,,,,,,,,,,,
2025-09-08,,12:50,Erro,0,,,,,,,,,,,,
2025-09-08,,12:55,Erro,0,,,,,,,,,,,,
2025-09-08,,13:00,Erro,0,,,,,,,,,,,,
2025-09-08,13:05,,Acerto,1,,,,,,,,,,,,
2025-09-08,,13:10,Erro,0,,,,,,,,,,,,
2025-09-08,,13:15,Erro,0,,,,,,,,,,,,
2025-09-08,,13:20,Erro,0,,,,,,,,,,,,
2025-09-08,13:25,,Acerto,1,,,,,,,,,,,,
2025-09-08,,13:30,Erro,0,,,,,,,,,,,,
2025-09-08,13:35,,Acerto,1,,,,,,,,,,,,
2025-09-08,13:40,,Acerto,1,,,,,,,,,,,,
2025-09-08,13:45,,Acerto,1,,,,,,,,,,,,
2025-09-08,13:50,,Acerto,1,,,,,,,,,,,,
2025-09-08,13:55,,Acerto,1,,,,,,,,,,,,
2025-09-08,14:00,,Acerto,1,,,,,,,,,,,,
2025-09-08,,14:05,Erro,0,,,,,,,,,,,,
2025-09-08,,14:10,Erro,0,,,,,,,,,,,,
2025-09-08,,14:15,Erro,0,,,,,,,,,,,,
2025-09-08,14:20,,Acerto,1,,,,,,,,,,,,
2025-09-08,,14:25,Erro,0,,,,,,,,,,,,
2025-09-08,,14:30,Erro,0,,,,,,,,,,,,
2025-09-08,14:35,,Acerto,1,,,,,,,,,,,,
2025-09-08,14:40,,Acerto,1,,,,,,,,,,,,
2025-09-08,,14:45,Erro,0,,,,,,,,,,,,
2025-09-08,14:50,,Acerto,1,,,,,,,,,,,,
2025-09-08,,14:55,Erro,0,,,,,,,,,,,,
2025-09-08,,15:00,Erro,0,,,,,,,,,,,,
2025-09-08,15:05,,Acerto,1,,,,,,,,,,,,
2025-09-08,,15:10,Erro,0,,,,,,,,,,,,
2025-09-08,,15:15,Erro,0,,,,,,,,,,,,
2025-09-08,,15:20,Erro,0,,,,,,,,,,,,
2025-09-08,15:25,,Acerto,1,,,,,,,,,,,,
2025-09-08,,15:30,Erro,0,,,,,,,,,,,,
2025-09-08,15:35,,Acerto,1,,,,,,,,,,,,
2025-09-08,,15:40,Erro,0,,,,,,,,,,,,
2025-09-08,,15:45,Erro,0,,,,,,,,,,,,
2025-09-08,15:50,,Acerto,1,,,,,,,,,,,,
2025-09-08,15:55,,Acerto,1,,,,,,,,,,,,
2025-09-08,16:00,,Acerto,1,,,,,,,,,,,,
2025-09-08,16:05,,Acerto,1,,,,,,,,,,,,
2025-09-08,16:10,,Acerto,1,,,,,,,,,,,,
2025-09-08,16:15,,Acerto,1,,,,,,,,,,,,
2025-09-08,16:20,,Acerto,1,,,,,,,,,,,,
2025-09-08,,16:25,Erro,0,,,,,,,,,,,,
2025-09-08,16:30,,Acerto,1,,,,,,,,,,,,
2025-09-08,,16:35,Erro,0,,,,,,,,,,,,
2025-09-08,16:40,,Acerto,1,,,,,,,,,,,,
2025-09-08,16:45,,Acerto,1,,,,,,,,,,,,
2025-09-08,,16:50,Erro,0,,,,,,,,,,,,
2025-09-08,,16:55,Erro,0,,,,,,,,,,,,
2025-09-08,17:00,,Acerto,1,,,,,,,,,,,,
2025-09-09,,08:20,Erro,0,,,,,,,,,,,,
2025-09-09,,08:25,Erro,0,,,,,,,,,,,,
2025-09-09,,08:30,Erro,0,,,,,,,,,,,,
2025-09-09,,08:35,Erro,0,,,,,,,,,,,,
2025-09-09,08:40,,Acerto,1,,,,,,,,,,,,
2025-09-09,,08:45,Erro,0,,,,,,,,,,,,
2025-09-09,08:50,,Acerto,1,,,,,,,,,,,,
2025-09-09,,08:55,Erro,0,,,,,,,,,,,,
2025-09-09,,09:00,Erro,0,,,,,,,,,,,,
2025-09-09,09:10,,Acerto,1,,,,,,,,,,,,
2025-09-09,,09:15,Erro,0,,,,,,,,,,,,
2025-09-09,,09:20,Erro,0,,,,,,,,,,,,
2025-09-09,09:25,,Acerto,1,,,,,,,,,,,,
2025-09-09,09:30,,Acerto,1,,,,,,,,,,,,
2025-09-09,09:35,,Acerto,1,,,,,,,,,,,,
2025-09-09,09:40,,Acerto,1,,,,,,,,,,,,
2025-09-09,09:50,,Acerto,1,,,,,,,,,,,,
2025-09-09,,09:55,Erro,0,,,,,,,,,,,,
2025-09-09,,10:00,Erro,0,,,,,,,,,,,,
2025-09-09,10:05,,Acerto,1,,,,,,,,,,,,
2025-09-09,,10:10,Erro,0,,,,,,,,,,,,
2025-09-09,,10:15,Erro,0,,,,,,,,,,,,
2025-09-09,,10:20,Erro,0,,,,,,,,,,,,
2025-09-09,,10:25,Erro,0,,,,,,,,,,,,
2025-09-09,10:30,,Acerto,1,,,,,,,,,,,,
2025-09-09,10:35,,Acerto,1,,,,,,,,,,,,
2025-09-09,10:40,,Acerto,1,,,,,,,,,,,,
2025-09-09,,10:45,Erro,0,,,,,,,,,,,,
2025-09-09,,10:50,Erro,0,,,,,,,,,,,,
2025-09-09,10:55,,Acerto,1,,,,,,,,,,,,
2025-09-09,11:00,,Acerto,1,,,,,,,,,,,,
2025-09-09,11:05,,Acerto,1,,,,,,,,,,,,
2025-09-09,,11:10,Erro,0,,,,,,,,,,,,
2025-09-09,11:15,,Acerto,1,,,,,,,,,,,,
2025-09-09,11:20,,Acerto,1,,,,,,,,,,,,
2025-09-09,11:25,,Acerto,1,,,,,,,,,,,,
2025-09-09,,11:30,Erro,0,,,,,,,,,,,,
2025-09-09,11:35,,Acerto,1,,,,,,,,,,,,
2025-09-09,11:40,,Acerto,1,,,,,,,,,,,,
2025-09-09,11:45,,Acerto,1,,,,,,,,,,,,
2025-09-09,11:50,,Acerto,1,,,,,,,,,,,,
2025-09-09,,11:55,Erro,0,,,,,,,,,,,,
2025-09-09,12:00,,Acerto,1,,,,,,,,,,,,
2025-09-09,,12:05,Erro,0,,,,,,,,,,,,
2025-09-09,12:10,,Acerto,1,,,,,,,,,,,,
2025-09-09,,12:15,Erro,0,,,,,,,,,,,,
2025-09-09,12:20,,Acerto,1,,,,,,,,,,,,
2025-09-09,12:25,,Acerto,1,,,,,,,,,,,,
2025-09-09,,12:30,Erro,0,,,,,,,,,,,,
2025-09-09,12:35,,Acerto,1,,,,,,,,,,,,
2025-09-09,,12:40,Erro,0,,,,,,,,,,,,
2025-09-09,12:45,,Acerto,1,,,,,,,,,,,,
2025-09-09,12:50,,Acerto,1,,,,,,,,,,,,
2025-09-09,12:55,,Acerto,1,,,,,,,,,,,,
2025-09-09,13:00,,Acerto,1,,,,,,,,,,,,
2025-09-09,,13:05,Erro,0,,,,,,,,,,,,
2025-09-09,,13:10,Erro,0,,,,,,,,,,,,
2025-09-09,13:15,,Acerto,1,,,,,,,,,,,,
2025-09-09,13:20,,Acerto,1,,,,,,,,,,,,
2025-09-09,,13:25,Erro,0,,,,,,,,,,,,
2025-09-09,,13:25,Erro,0,,,,,,,,,,,,
2025-09-09,13:30,,Acerto,1,,,,,,,,,,,,
2025-09-09,13:35,,Acerto,1,,,,,,,,,,,,
2025-09-09,13:40,,Acerto,1,,,,,,,,,,,,
2025-09-09,,13:45,Erro,0,,,,,,,,,,,,
2025-09-09,,13:50,Erro,0,,,,,,,,,,,,
2025-09-09,,13:55,Erro,0,,,,,,,,,,,,
2025-09-09,,14:05,Erro,0,,,,,,,,,,,,
2025-09-09,,14:00,Erro,0,,,,,,,,,,,,
2025-09-09,,14:10,Erro,0,,,,,,,,,,,,
2025-09-09,,14:15,Erro,0,,,,,,,,,,,,
2025-09-09,14:20,,Acerto,1,,,,,,,,,,,,
2025-09-09,14:25,,Acerto,1,,,,,,,,,,,,
2025-09-09,14:30,,Acerto,1,,,,,,,,,,,,
2025-09-09,,14:35,Erro,0,,,,,,,,,,,,
2025-09-09,,14:40,Erro,0,,,,,,,,,,,,
2025-09-09,14:45,,Acerto,1,,,,,,,,,,,,
2025-09-09,,14:50,Erro,0,,,,,,,,,,,,
2025-09-09,,14:55,Erro,0,,,,,,,,,,,,
2025-09-09,,15:00,Erro,0,,,,,,,,,,,,
2025-09-09,,15:05,Erro,0,,,,,,,,,,,,
2025-09-09,,15:10,Erro,0,,,,,,,,,,,,
2025-09-09,15:15,,Acerto,1,,,,,,,,,,,,
2025-09-09,15:20,,Acerto,1,,,,,,,,,,,,
2025-09-09,,15:25,Erro,0,,,,,,,,,,,,
2025-09-09,15:30,,Acerto,1,,,,,,,,,,,,
2025-09-09,,15:35,Erro,0,,,,,,,,,,,,
2025-09-09,,15:40,Erro,0,,,,,,,,,,,,
2025-09-09,,15:45,Erro,0,,,,,,,,,,,,
2025-09-09,15:50,,Acerto,1,,,,,,,,,,,,
2025-09-09,,15:55,Erro,0,,,,,,,,,,,,
2025-09-09,,16:00,Erro,0,,,,,,,,,,,,
2025-09-09,16:05,,Acerto,1,,,,,,,,,,,,
2025-09-09,16:10,,Acerto,1,,,,,,,,,,,,
2025-09-09,,16:15,Erro,0,,,,,,,,,,,,
